Rk,Player,Nation,Pos,Squad,AGE,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
120,Favio Cabral,ar ARG,FW,Cen. Córdoba–SdE,24.24383562,2001,13,3,345,3.8,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,1,7,15,0.26,0,0.26,0.26,0.26,0.16,0.07,0.23,0.16,0.23
121,Luciano Cabral,cl CHI,MF,Independiente,30.02465753,1995,14,8,755,8.4,2,1,3,2,0,0,4,1,1.8,1.8,0.7,2.6,14,69,46,0.24,0.12,0.36,0.24,0.36,0.21,0.08,0.3,0.21,0.3
122,Rodrigo Cabral,ar ARG,"FW,MF",Huracán,24.73972603,2000,9,3,226,2.5,1,1,2,1,0,0,4,0,1.4,1.4,0.4,1.8,9,5,24,0.4,0.4,0.8,0.4,0.8,0.56,0.17,0.73,0.56,0.73
123,Yonathan Cabral,ar ARG,"DF,FW",Aldosivi,32.98630137,1992,9,3,305,3.4,0,0,0,0,0,0,1,0,0,0,0,0,5,9,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01
124,Bruno Cabrera,ar ARG,FW,Lanús,21.87123288,2003,5,2,201,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,4,13,0,0,0,0,0,0.08,0,0.08,0.08,0.08
125,Elías Cabrera,ar ARG,"MF,FW",Tigre,22.1890411,2003,14,14,985,10.9,0,3,3,0,0,0,2,0,1.2,1.2,1.7,2.9,11,63,34,0,0.27,0.27,0,0.27,0.11,0.15,0.26,0.11,0.26
126,Lisandro Cabrera,ar ARG,"FW,MF",Atlé Tucumán,27.33150685,1998,9,3,374,4.2,0,1,1,0,0,0,0,0,0.9,0.9,0.6,1.5,4,7,14,0,0.24,0.24,0,0.24,0.21,0.15,0.36,0.21,0.36
127,Juan Cáceres,py PAR,DF,Lanús,24.9260274,2000,3,3,270,3,0,1,1,0,0,0,1,0,0,0,0.2,0.2,2,14,11,0,0.33,0.33,0,0.33,0,0.07,0.07,0,0.07
128,Brian Calderara,ar ARG,DF,Newell's OB,26.59452055,1998,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0.03,0,0.03,0.03,0.03
129,Facundo Cambeses,ar ARG,GK,Racing Club,28.07123288,1997,5,4,421,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Juan Camilo Portilla,co COL,MF,Talleres,26.64383562,1998,12,10,836,9.3,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,10,50,14,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14
131,Jaminton Campaz,co COL,"FW,MF",Rosario Central,24.94794521,2000,11,11,872,9.7,4,1,5,4,0,0,5,0,1.3,1.3,2,3.2,36,49,89,0.41,0.1,0.52,0.41,0.52,0.13,0.2,0.33,0.13,0.33
132,Jhonatan Candia,uy URU,"FW,MF",Barracas Central,30.13972603,1995,14,12,945,10.5,6,1,7,6,0,0,5,0,3.4,3.4,1.7,5,10,23,42,0.57,0.1,0.67,0.57,0.67,0.32,0.16,0.48,0.32,0.48
133,Alexis Canelo,ar ARG,FW,Lanús,33.24931507,1992,11,1,229,2.5,1,2,3,1,0,0,0,0,2.9,2.9,0.6,3.4,4,11,24,0.39,0.79,1.18,0.39,1.18,1.14,0.22,1.35,1.14,1.35
134,Ezequiel Cañete,ar ARG,MF,Unión,25.88219178,1999,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
135,Ezequiel Cannavo,ar ARG,DF,Defensa y Just,22.89589041,2002,13,13,1118,12.4,1,1,2,1,0,0,2,0,0.4,0.4,0.8,1.2,15,39,45,0.08,0.08,0.16,0.08,0.16,0.03,0.06,0.09,0.03,0.09
136,Víctor Cantillo,co COL,"MF,FW",Huracán,31.55342466,1993,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Giovanni Cantizano,ar ARG,FW,Rosario Central,18.12328767,2007,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,Nicolás Capraro,ar ARG,DF,Barracas Central,27.17260274,1998,4,2,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
139,Gabriel Carabajal,ar ARG,"MF,FW",Sarmiento,33.40273973,1991,14,10,752,8.4,2,0,2,0,2,2,1,0,2.2,0.6,0.6,1.2,2,42,40,0.24,0,0.24,0,0,0.26,0.07,0.34,0.07,0.15
140,Mauricio Cardillo,ar ARG,MF,Ind. Rivadavia,22.15068493,2003,14,12,808,9,2,0,2,2,0,0,3,1,2,2,0.3,2.3,14,19,35,0.22,0,0.22,0.22,0.22,0.22,0.04,0.26,0.22,0.26
141,Tomás Cardona,ar ARG,DF,Talleres,29.56712329,1995,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
142,Agustín Cardozo,ar ARG,MF,Lanús,27.93150685,1997,14,14,1206,13.4,0,0,0,0,0,0,7,1,0.3,0.3,0.6,0.9,9,48,13,0,0,0,0,0,0.02,0.04,0.07,0.02,0.07
143,Juan Cardozo,py PAR,MF,Arg Juniors,21.19178082,2004,4,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,11,2,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09
144,Leonel Cardozo,ar ARG,DF,Lanús,21.31780822,2004,2,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
145,Thiago Cardozo,uy URU,GK,Unión,28.76164384,1996,14,14,1256,14,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
146,Jan Carlos Hurtado,ve VEN,FW,Gimnasia–LP,25.16712329,2000,7,4,358,4,0,0,0,0,0,0,2,0,1.1,1.1,0,1.2,5,6,18,0,0,0,0,0,0.29,0.01,0.3,0.29,0.3
147,Nicolás Caro,ar ARG,DF,Deportivo Riestra,30.00273973,1995,9,8,737,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
148,Jorge Carranza,ar ARG,GK,Aldosivi,43.99452055,1981,12,12,1080,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Ramiro Carrera,ar ARG,"MF,FW",Lanús,31.52876712,1993,11,10,764,8.5,1,1,2,1,0,0,4,0,0.9,0.9,0.3,1.2,8,40,40,0.12,0.12,0.24,0.12,0.24,0.11,0.03,0.14,0.11,0.14
150,Guido Carrillo,ar ARG,FW,Estudiantes–LP,33.94520548,1991,13,8,742,8.2,0,1,1,0,0,0,1,1,1.9,1.9,1.1,3,3,10,43,0,0.12,0.12,0,0.12,0.23,0.13,0.36,0.23,0.36
151,Maher Carrizo,ar ARG,"FW,MF",Vélez Sarsfield,19.20547945,2006,10,9,716,8,3,0,3,3,0,0,1,0,1.5,1.5,0.2,1.7,19,14,56,0.38,0,0.38,0.38,0.38,0.19,0.02,0.22,0.19,0.22
152,Maximiliano Casa,ar ARG,MF,San Martín de San Juan,32.20821918,1993,2,1,53,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,3,0,0,0,0,0,0,0.11,0.11,0,0.11
153,Milton Casco,ar ARG,DF,River Plate,37.06575342,1988,7,4,457,5.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,9,24,8,0,0.2,0.2,0,0.2,0.03,0.06,0.09,0.03,0.09
154,Rodrigo Cáseres,ar ARG,DF,San Martín de San Juan,27.68219178,1997,14,13,1180,13.1,0,0,0,0,0,0,4,0,0.8,0.8,0,0.8,5,35,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06
155,Yuri Casermeiro,ar ARG,DF,Cen. Córdoba–SdE,23.14794521,2002,5,5,450,5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
156,Kevin Castaño,co COL,MF,River Plate,24.59726027,2000,6,4,405,4.5,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,2,31,10,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09
157,Rodrigo Castillo,ar ARG,FW,Gimnasia–LP,26.18630137,1999,16,16,1386,15.4,4,0,4,4,0,0,2,0,4.5,4.5,1,5.6,20,28,80,0.26,0,0.26,0.26,0.26,0.29,0.07,0.36,0.29,0.36
158,Alexis Castro,ar ARG,"FW,MF",Estudiantes–LP,30.54520548,1994,8,4,305,3.4,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,4,16,23,0.3,0,0.3,0.3,0.3,0.54,0.02,0.56,0.54,0.56
159,Lucas Castro,ar ARG,MF,Gimnasia–LP,36.07123288,1989,14,14,1054,11.7,1,1,2,1,0,0,4,0,1.2,1.2,1.2,2.4,13,58,59,0.09,0.09,0.17,0.09,0.17,0.11,0.1,0.21,0.11,0.21
160,Nicolás Castro,ar ARG,MF,Atlé Tucumán,34.72054795,1990,4,3,257,2.9,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,1,9,7,0.35,0,0.35,0.35,0.35,0.11,0.01,0.12,0.11,0.12
161,Juan Cavallaro,ar ARG,"MF,FW",San Martín de San Juan,30.85205479,1994,12,4,437,4.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,7,25,0,0,0,0,0,0.1,0.04,0.14,0.1,0.14
162,Tomás Cavanagh,ar ARG,DF,Vélez Sarsfield,24.32876712,2001,3,2,163,1.8,0,0,0,0,0,0,1,0,0,0,0.2,0.2,2,4,15,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12
163,Edinson Cavani,uy URU,FW,Boca Juniors,38.21917808,1987,10,10,830,9.2,2,2,4,2,0,2,1,0,3.6,2,0.3,2.4,4,11,36,0.22,0.22,0.43,0.22,0.43,0.39,0.04,0.43,0.22,0.26
164,Emanuel Cecchini,ar ARG,MF,San Lorenzo,28.36164384,1996,13,5,587,6.5,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.4,9,26,8,0.15,0,0.15,0.15,0.15,0.04,0.01,0.06,0.04,0.06
165,Milton Céliz,ar ARG,MF,Deportivo Riestra,32.77808219,1992,15,15,1336,14.8,1,0,1,1,0,1,8,0,2,1,0.2,1.2,12,49,25,0.07,0,0.07,0.07,0.07,0.13,0.01,0.15,0.07,0.08
166,Ezequiel Centurión,ar ARG,GK,Ind. Rivadavia,27.95890411,1997,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Giuliano Cerato,ar ARG,"MF,DF",Aldosivi,26.90136986,1998,14,10,940,10.4,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.1,12,52,32,0,0,0,0,0,0.05,0.06,0.1,0.05,0.1
168,Ezequiel Cerutti,ar ARG,FW,San Lorenzo,33.29589041,1992,12,6,654,7.3,1,1,2,1,0,0,5,0,0.3,0.3,1,1.3,16,24,44,0.14,0.14,0.28,0.14,0.28,0.04,0.13,0.17,0.04,0.17
169,Tobías Cervera,sy SYR,"FW,MF",Platense,22.74520548,2002,3,0,46,0.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,1,2,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19
170,Edwuin Cetré,co COL,"FW,MF",Estudiantes–LP,27.33972603,1998,13,4,508,5.6,1,0,1,1,0,0,3,0,1.3,1.3,1,2.3,15,15,75,0.18,0,0.18,0.18,0.18,0.24,0.18,0.42,0.24,0.42
171,Jeremías Chavero,ar ARG,FW,Lanús,18.93150685,2006,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Lautaro Chávez,ar ARG,"FW,MF",Aldosivi,24.29589041,2001,8,4,372,4.1,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,8,7,31,0,0.24,0.24,0,0.24,0.11,0.2,0.31,0.11,0.31
173,Giovani Chiaverano,ar ARG,"FW,MF",Newell's OB,19.95616438,2005,5,0,171,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.5,5,4,20,0,0,0,0,0,0.12,0.12,0.24,0.12,0.24
174,Agustín Colazo,ar ARG,FW,Unión,24.46849315,2000,9,5,449,5,0,0,0,0,0,0,2,0,1.6,1.6,0.4,2,3,5,23,0,0,0,0,0,0.32,0.08,0.4,0.32,0.4
175,Facundo Colidio,ar ARG,FW,River Plate,25.33150685,2000,14,12,892,9.9,4,0,4,4,0,0,2,0,2.6,2.6,2,4.6,24,19,98,0.4,0,0.4,0.4,0.4,0.26,0.2,0.46,0.26,0.46
176,Nazareno Colombo,ar ARG,DF,Racing Club,26.1260274,1999,13,11,1033,11.5,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,19,40,6,0,0,0,0,0,0.02,0,0.02,0.02,0.02
177,Gabriel Compagnucci,ar ARG,DF,Belgrano,33.68219178,1991,11,8,798,8.9,0,0,0,0,0,0,3,2,0.1,0.1,0.4,0.4,8,22,40,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
178,Germán Conti,ar ARG,DF,Racing Club,30.92054795,1994,4,3,248,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,7,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
179,Enzo Copetti,ar ARG,FW,Rosario Central,29.29863014,1996,16,12,1121,12.5,3,2,5,3,0,0,3,0,2.9,2.9,1.4,4.3,11,21,42,0.24,0.16,0.4,0.24,0.4,0.23,0.11,0.35,0.23,0.35
180,Fabricio Corbalan,ar ARG,"DF,FW",Gimnasia–LP,21.59726027,2003,6,4,278,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,9,8,16,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
181,Nicolás Cordero,ar ARG,FW,Arg Juniors,26.06575342,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
182,Nicolás Cordero,ar ARG,FW,Instituto,26.06575342,1999,6,6,440,4.9,0,0,0,0,0,0,1,0,1.5,1.5,0.4,1.9,2,3,23,0,0,0,0,0,0.31,0.08,0.39,0.31,0.39
183,Emanuel Coronel,ar ARG,DF,Rosario Central,28.25479452,1997,16,12,1157,12.9,0,3,3,0,0,0,4,0,0,0,0.8,0.9,22,43,32,0,0.23,0.23,0,0.23,0,0.06,0.07,0,0.07
184,Kevin Coronel,ar ARG,DF,Arg Juniors,20.73150685,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0.14,0.14,0,0.14
185,Mateo Coronel,ar ARG,FW,Atlé Tucumán,26.52876712,1998,12,11,843,9.4,4,2,6,4,0,0,2,0,4.9,4.9,0.9,5.8,17,14,80,0.43,0.21,0.64,0.43,0.64,0.52,0.09,0.61,0.52,0.61
186,Claudio Corvalán,ar ARG,DF,Unión,36.11780822,1989,12,12,990,11,0,0,0,0,0,0,5,0,0.3,0.3,0.5,0.7,17,59,19,0,0,0,0,0,0.02,0.04,0.07,0.02,0.07
187,Ayrton Costa,ar ARG,DF,Boca Juniors,25.81369863,1999,9,6,635,7.1,0,0,0,0,0,0,5,1,0.7,0.7,0,0.7,3,10,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09
188,Leonard Costa,uy URU,DF,Ind. Rivadavia,27.01917808,1998,10,2,373,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,4,0,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09
189,Giorgio Costantini,br BRA,FW,River Plate,19.05205479,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Juan Cozzani,ar ARG,GK,Platense,26.56986301,1998,16,16,1440,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,Thiago Cravero,ar ARG,MF,Belgrano,22.58630137,2002,4,2,179,2,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01
192,Sebastián Cristóforo,uy URU,"MF,FW",Cen. Córdoba–SdE,31.69863014,1993,10,3,308,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,19,6,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09
193,Juan Cruz Komar,ar ARG,DF,Rosario Central,28.7260274,1996,11,6,697,7.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,16,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01
194,Alexis Cuello,ar ARG,"FW,MF",San Lorenzo,25.20821918,2000,15,12,887,9.9,0,0,0,0,0,0,2,0,3.6,3.6,0.5,4.2,14,21,59,0,0,0,0,0,0.37,0.06,0.42,0.37,0.42
195,Víctor Cuesta,ar ARG,DF,Newell's OB,36.45753425,1988,10,10,892,9.9,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.6,5,27,2,0.1,0,0.1,0.1,0.1,0.03,0.03,0.07,0.03,0.07
196,Braian Cufré,ar ARG,DF,Cen. Córdoba–SdE,28.38630137,1996,11,9,768,8.5,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.5,8,36,31,0,0.12,0.12,0,0.12,0.08,0.1,0.18,0.08,0.18
197,Santiago Dalmasso,ar ARG,MF,Boca Juniors,20.87945205,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0.16,0.16
198,Leonel Dante Álvarez,ar ARG,DF,San Martín de San Juan,29.11232877,1996,11,10,810,9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,17,23,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
199,Agustín Dáttola,ar ARG,DF,Belgrano,26.04109589,1999,4,4,360,4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,13,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
200,Fernando David Cardozo,py PAR,"MF,FW",Newell's OB,24.23561644,2001,11,6,490,5.4,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,8,22,35,0,0,0,0,0,0.13,0.03,0.16,0.13,0.16
201,Jonathan David Gómez,ar ARG,MF,Rosario Central,35.36986301,1989,3,1,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0.05,0.05,0,0.05
202,Hernán De La Fuente,ar ARG,DF,Huracán,28.32328767,1997,7,5,448,5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,6,12,23,0,0,0,0,0,0.02,0,0.02,0.02,0.02
203,Matías De los Santos,uy URU,DF,Atlé Tucumán,32.44931507,1992,10,10,900,10,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,0,25,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
204,Mathías De Ritis,uy URU,DF,Banfield,22.25753425,2003,12,12,1061,11.8,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1,22,29,44,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
205,Ramiro Degregorio,ar ARG,"FW,MF",Racing Club,22.23287671,2003,6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,2,4,4,0,0,0,0,0,0.14,0.07,0.21,0.14,0.21
206,Ronaldo Dejesús,py PAR,DF,Lanús,0,,13,11,988,11,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1,4,41,4,0,0,0,0,0,0.09,0.01,0.09,0.09,0.09
207,Mateo Del Blanco,ar ARG,"DF,MF",Unión,21.50958904,2003,15,11,1057,11.7,0,0,0,0,0,0,0,0,0.7,0.7,1.6,2.3,60,82,81,0,0,0,0,0,0.06,0.14,0.19,0.06,0.19
208,Milton Delgado,ar ARG,MF,Boca Juniors,19.88493151,2005,10,10,847,9.4,0,1,1,0,0,0,2,0,0,0,0,0,10,49,7,0,0.11,0.11,0,0.11,0,0,0,0,0
209,Jonathan Dellarossa,ar ARG,FW,Instituto,25.29315068,2000,8,1,169,1.9,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.8,2,0,12,0,0.53,0.53,0,0.53,0.25,0.2,0.45,0.25,0.45
210,Nicolás Demartini,ar ARG,DF,Barracas Central,25.49863014,1999,11,10,935,10.4,0,0,0,0,0,0,4,0,0,0,0,0.1,3,16,1,0,0,0,0,0,0,0,0.01,0,0.01
211,Valentín Depietri,ar ARG,FW,Talleres,24.50958904,2000,13,7,649,7.2,2,1,3,2,0,0,2,1,2.3,2.3,0.9,3.2,33,19,80,0.28,0.14,0.42,0.28,0.42,0.3,0.12,0.42,0.3,0.42
212,Facundo Di Biasi,ar ARG,"MF,FW",Gimnasia–LP,19.86849315,2005,13,10,873,9.7,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,6,56,11,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
213,Marco Di Cesare,ar ARG,DF,Racing Club,23.26027397,2002,12,11,1003,11.1,1,0,1,1,0,0,4,0,0.7,0.7,0,0.7,7,24,3,0.09,0,0.09,0.09,0.09,0.06,0,0.06,0.06,0.06
214,Lautaro Di Lollo,ar ARG,DF,Boca Juniors,21.15342466,2004,11,7,721,8,1,0,1,1,0,0,3,0,0.2,0.2,0,0.2,7,30,0,0.12,0,0.12,0.12,0.12,0.03,0,0.03,0.03,0.03
215,Ramiro Di Luciano,ar ARG,DF,Banfield,21.28493151,2004,16,13,1120,12.4,0,2,2,0,0,0,2,0,0.3,0.3,1.1,1.4,28,19,56,0,0.16,0.16,0,0.16,0.02,0.09,0.11,0.02,0.11
216,Lucas Diarte,ar ARG,DF,San Martín de San Juan,31.91780822,1993,8,6,594,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,8,27,17,0,0,0,0,0,0.01,0.11,0.13,0.01,0.13
217,Alexander Díaz,ar ARG,"FW,MF",Deportivo Riestra,25.28219178,2000,12,3,385,4.3,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,11,8,23,0,0.23,0.23,0,0.23,0.07,0.06,0.13,0.07,0.13
218,Damián Díaz,ec ECU,"MF,FW",Banfield,39.0109589,1986,4,2,186,2.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,3,13,15,0,0,0,0,0,0.19,0.03,0.22,0.19,0.22
219,Diego Díaz,ar ARG,FW,Unión,23.31506849,2002,7,0,130,1.4,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,3,1,9,0.69,0,0.69,0.69,0.69,0.75,0.08,0.83,0.75,0.83
220,Franco Díaz,ar ARG,MF,Instituto,24.68493151,2000,8,2,259,2.9,0,1,1,0,0,0,1,0,1.3,1.3,0.4,1.7,4,14,14,0,0.35,0.35,0,0.35,0.43,0.15,0.59,0.43,0.59
221,Gabriel Díaz,ar ARG,"DF,FW",Sarmiento,25.04383562,2000,13,9,764,8.5,0,1,1,0,0,0,3,0,1.2,1.2,1.1,2.3,12,44,34,0,0.12,0.12,0,0.12,0.14,0.13,0.27,0.14,0.27
222,Leandro Díaz,ar ARG,FW,Atlé Tucumán,32.91232877,1992,12,9,825,9.2,3,0,3,3,0,1,2,0,3.8,3,1.1,4.1,6,19,44,0.33,0,0.33,0.33,0.33,0.42,0.12,0.54,0.33,0.45
223,Paulo Díaz,cl CHI,DF,River Plate,30.69315068,1994,9,8,726,8.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,34,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
224,Jerónimo Domina,ar ARG,"FW,MF",Unión,19.54794521,2005,12,8,655,7.3,0,1,1,0,0,0,3,0,2.7,2.7,1.1,3.7,20,9,58,0,0.14,0.14,0,0.14,0.37,0.14,0.51,0.37,0.51
225,Alexis Dominguez,ar ARG,"FW,MF",Aldosivi,28.51232877,1996,10,1,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,12,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04
226,Nery Domínguez,ar ARG,"MF,DF",San Lorenzo,35.07123288,1990,11,1,229,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0
227,Sebastián Driussi,ar ARG,"FW,MF",River Plate,29.23287671,1996,13,9,689,7.7,3,1,4,3,0,0,2,0,2.8,2.8,0.6,3.4,11,33,51,0.39,0.13,0.52,0.39,0.52,0.36,0.08,0.45,0.36,0.45
228,Gaspar Duarte,ar ARG,"FW,MF",Rosario Central,22.3260274,2003,15,9,741,8.2,2,0,2,2,0,0,1,0,3.3,3.3,0.3,3.6,18,11,70,0.24,0,0.24,0.24,0.24,0.4,0.03,0.44,0.4,0.44
229,Tomás Durso,ar ARG,GK,Atlé Tucumán,26.18630137,1999,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Edgar Elizalde,uy URU,DF,Platense,25.18356164,2000,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,1,0,0,0,0,0,0,0.09,0.09,0,0.09
231,Gastón Emanuel Moreyra,ar ARG,MF,San Martín de San Juan,25.38630137,1999,2,1,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,0,0,0,0,0,0,0.06,0.17,0.23,0.06,0.23
232,José Enrique Angulo,ec ECU,FW,Unión,30.24931507,1995,2,0,57,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,1,5,0,0,0,0,0,0.8,0,0.8,0.8,0.8
233,Lautaro Escalante,ar ARG,MF,San Martín de San Juan,25.84109589,1999,3,1,148,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.7,7,10,5,0,0,0,0,0,0.1,0.36,0.45,0.1,0.45
234,Valentín Escalante,ar ARG,FW,San Lorenzo,20.84109589,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Gonzalo Escudero,ar ARG,DF,Racing Club,18.09315068,2007,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0.02,0.02,0,0.02
236,Juan Espínola,py PAR,GK,Belgrano,30.50410959,1994,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,Marcelo Esponda,ar ARG,MF,Aldosivi,22.30410959,2003,11,10,842,9.4,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.6,8,60,6,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
238,Santiago Esquivel,ar ARG,"MF,FW",Banfield,21.3369863,2004,6,1,201,2.2,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,2,18,5,0,0,0,0,0,0.09,0.16,0.25,0.09,0.25
239,Marcelo Estigarribia,ar ARG,FW,Atlé Tucumán,29.98630137,1995,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,2,8,0,0,0,0,0,0.12,0.2,0.32,0.12,0.32
